system:index,B1,B2,B3,B4,B5,B6,B7,ClassID,EVI,LSWI,NDTI,NDVI,SATVI,random,.geo
2_2_5,0.1330947,0.115546525,0.08377142,0.041597016,0.009638781,295.52826,0.008419294,8,-0.19310083989294663,0.6237482,0.067531385,-0.3364037,-0.420008005510382,0.24992011546406978,
2_2_6,0.1358124,0.11689939,0.0848876,0.04181973,0.008643156,295.09137,0.006161812,8,-0.20217671843838078,0.657445,0.16760209,-0.3399004,-0.43214830156778666,0.24992011546406978,
2_2_7,0.1389187,0.11882338,0.08788189,0.041914236,0.00961954,295.09137,0.0068630264,8,-0.21793247762194004,0.6266705,0.16723812,-0.35415277,-0.4345286474743719,0.24992011546406978,
2_2_8,0.13201344,0.110912144,0.08120478,0.038196325,0.008643967,295.3102,0.0057427743,8,-0.2008523716312421,0.63091743,0.20165738,-0.36020148,-0.4193261469670895,0.24992011546406978,
2_2_9,0.13420206,0.11445849,0.08224274,0.041597016,0.010113673,295.09058,0.008686848,8,-0.192255459039843,0.60883623,0.07589286,-0.32821226,-0.41084508913394613,0.24992011546406978,
2_2_10,0.13533671,0.11240053,0.08181569,0.0385868,0.008746218,295.09137,0.0067914072,8,-0.21007104853988492,0.63043904,0.12581143,-0.35903654,-0.42048433358594256,0.24992011546406978,
2_2_11,0.1380806,0.115608394,0.08523703,0.040133093,0.010732282,295.09137,0.0055352943,8,-0.21854767728283309,0.5780123,0.3194691,-0.35976624,-0.4171521636516004,0.24992011546406978,
2_3_0,0.11297448,0.07537877,0.049915835,0.03487942,0.012529773,294.65213,0.0118614705,8,-0.0771785572300754,0.4714201,0.027399266,-0.17732614,-0.2517946928985595,0.20027257608074633,
2_3_1,0.111143105,0.07492112,0.048403274,0.03487942,0.013048838,294.65213,0.008718689,8,-0.06875709421499339,0.45548457,0.198927,-0.16238493,-0.23992103495624076,0.20027257608074633,
2_3_2,0.1114272,0.07537877,0.05143929,0.036271825,0.0139675075,294.65213,0.008664499,8,-0.07446660534563446,0.44396126,0.23431455,-0.17292522,-0.24821605513892642,0.20027257608074633,
2_3_3,0.111143105,0.07519919,0.048403274,0.03487942,0.011610338,294.65213,0.009275921,8,-0.06875709421499339,0.5005206,0.11176811,-0.16238493,-0.2518634791034651,0.20027257608074633,
2_3_4,0.111143105,0.07248374,0.04890571,0.03376482,0.011610338,294.65213,0.008664499,8,-0.07668202780557429,0.48825133,0.14529534,-0.18314737,-0.25457477671663764,0.20027257608074633,
2_3_5,0.11325313,0.07520809,0.050919026,0.03452281,0.0141266715,295.09137,0.0076310863,8,-0.08354530744233367,0.41924676,0.2985411,-0.19189917,-0.24436388158304878,0.20027257608074633,
2_3_6,0.1114272,0.07519919,0.04890571,0.03487942,0.012529773,294.65213,0.008718689,8,-0.07118359912863798,0.4714201,0.1793581,-0.16740789,-0.24687854546668,0.20027257608074633,
2_3_7,0.10743649,0.07464136,0.046910748,0.035018325,0.010471612,294.87177,0.0082420185,8,-0.05821524767734447,0.5396075,0.11914276,-0.1451551,-0.2537316329264937,0.20027257608074633,
2_3_8,0.11121699,0.07520809,0.049410775,0.03452281,0.013703316,294.87177,0.008559182,8,-0.07491026456367943,0.43170568,0.23106724,-0.17737794,-0.23986518266892712,0.20027257608074633,
2_4_0,0.11493448,0.07810706,0.052411556,0.036995824,0.011769503,295.52905,0.0104529895,8,-0.07873902106297911,0.51730037,0.0592424,-0.17242125,-0.27100472375208795,0.12733154297743332,
2_4_1,0.116069034,0.07819045,0.049915835,0.036271825,0.009985911,295.52905,0.0069346456,8,-0.07331561898592634,0.56824905,0.18032889,-0.15830584,-0.2738210691668065,0.12733154297743332,
2_4_2,0.11580774,0.07810706,0.052411556,0.03595052,0.011769503,295.74713,0.008691594,8,-0.08540331146507053,0.50672686,0.15042739,-0.18629074,-0.2712227352833886,0.12733154297743332,
2_4_3,0.11554292,0.07835245,0.052411556,0.037870966,0.011633066,295.52905,0.009102633,8,-0.07483293425349231,0.5300154,0.122032695,-0.16105653,-0.2723084866018624,0.12733154297743332,
2_4_4,0.116069034,0.07802367,0.052932344,0.040133093,0.01755887,295.52905,0.011933982,8,-0.06567633790296767,0.39128885,0.1907204,-0.1375296,-0.22698968765341468,0.12733154297743332,
2_4_5,0.114939295,0.07835245,0.05142409,0.036683086,0.0090537,295.09058,0.007963402,8,-0.07627030607502996,0.6040955,0.064070694,-0.16730765,-0.2893778826331917,0.12733154297743332,
2_4_6,0.11554645,0.07819045,0.05327055,0.039470103,0.01187504,294.65213,0.009486577,8,-0.07005373360122917,0.5374425,0.11181098,-0.14880687,-0.2745378132055204,0.12733154297743332,
2_4_7,0.11747342,0.078679055,0.052597232,0.03859496,0.015732668,295.09058,0.01363269,8,-0.07398780311624861,0.42082256,0.07151211,-0.15354681,-0.2394092701688373,0.12733154297743332,
2_4_8,0.116884865,0.07802367,0.0533037,0.039470103,0.015343388,294.65213,0.011859702,8,-0.07165353058098067,0.44016016,0.12806213,-0.14911103,-0.24626126172755686,0.12733154297743332,
2_7_0,0.1430392,0.12885009,0.10564964,0.05725968,0.011794439,294.43173,0.0077028684,8,-0.19563719062243387,0.6584001,0.2098531,-0.2970362,-0.4731296742574381,0.5492625394950748,
2_7_1,0.14393687,0.12832792,0.104793005,0.053467657,0.012373487,294.21133,0.009275921,8,-0.2128978776563847,0.62414116,0.1430786,-0.32430893,-0.46615308783534937,0.5492625394950748,
