system:index,B1,B2,B3,B4,B5,B6,B7,ClassID,EVI,HH,HH_asm,HH_contrast,HH_corr,HH_diss,HH_ent,HH_idm,HH_savg,HH_var,LSWI,NDTI,NDVI,SATVI,random,.geo
1_1_1_2_16_1,0.13480172,0.12415593,0.13411951,0.22467986,0.2771024,300.45404,0.18642962,5,0.2223138374446028,-7.5276656,0.10416666666666669,539651.4583333334,0.19527365897786822,658.875,2.2821740957339185,9.340159064827233E-6,-14887.75,360285.9939236194,-0.10447271,0.19561279,0.25239828,0.28158625493869893,0.32191939529318325,
1_1_1_2_16_2,0.13772431,0.13057649,0.14539747,0.23997362,0.2948061,299.8237,0.18180445,5,0.2190426684167354,-7.375671,0.10416666666666669,897661.1041666667,0.13506284273966235,810.6458333333335,2.2821740957339185,7.5423929476085965E-6,-14468.645833333332,519813.7547743153,-0.10253282,0.2370943,0.24541579,0.2790946232835653,0.32191939529318325,
1_1_1_2_16_3,0.1412675,0.1259887,0.13776648,0.23165385,0.2921242,299.40073,0.19408353,5,0.23501301470812747,-7.121861,0.10416666666666669,2457590.9791666665,0.010866087435195446,1268.3541666666665,2.2821740957339185,1.744763566350923E-5,-15253.395833333332,1382747.2009548638,-0.115450345,0.20164362,0.25414783,0.2921628183075331,0.32191939529318325,
1_1_1_2_16_4,0.13944575,0.12711522,0.13782781,0.23003852,0.30188844,300.45404,0.20460045,5,0.22798197959145566,-6.2809086,0.10416666666666669,2223254.4375,-0.21764583479580685,1161.4375,2.2821740957339185,7.504010993740858E-6,-13729.729166666666,899264.7756076418,-0.13507476,0.19208315,0.25066364,0.30327648263521606,0.32191939529318325,
1_1_1_2_16_5,0.13794166,0.12926939,0.14525275,0.24000892,0.3193469,300.45404,0.20421484,5,0.21996153320481643,-6.902282,0.10416666666666669,1143473.2708333333,-0.1611952137560969,883.1041666666666,2.2821740957339185,5.162161867324644E-5,-13229.395833333332,498548.1662326399,-0.14183813,0.21990159,0.24595276,0.3076999154580954,0.32191939529318325,
1_1_1_2_16_6,0.13523588,0.1226272,0.1228434,0.21466652,0.25159025,300.24255,0.17433628,5,0.24487265340068293,-9.070668,0.10416666666666669,3516247.520833333,0.10048489987565043,1441.8125,2.2821740957339185,8.57117146666823E-5,-15678.979166666666,2027245.1853298657,-0.07919185,0.18137862,0.2720605,0.27485173774847754,0.32191939529318325,
1_1_1_2_16_7,0.13624173,0.122893915,0.13413672,0.22872068,0.2840786,299.40073,0.18468721,5,0.23371884056002956,-5.117119,0.10416666666666669,3710343.25,-0.2157508445783286,1575.1666666666665,2.2821740957339185,3.7848664202184817E-6,-13554.5,1541386.9548611138,-0.10795241,0.2120278,0.26066425,0.2915581321445075,0.32191939529318325,
1_1_1_2_16_8,0.13884754,0.12945768,0.14028691,0.2384028,0.30710703,300.45404,0.20041278,5,0.23613531487554945,-6.6355934,0.10416666666666669,917608.0625,-0.2221783662029025,720.0625,2.2821740957339185,1.1759839407504185E-4,-12873.312500000002,379459.40928819403,-0.125945,0.21022677,0.2590931,0.30469042846532374,0.32191939529318325,
1_1_1_2_17_0,0.13338223,0.12886663,0.14267299,0.25989205,0.32335097,299.8237,0.20801689,5,0.2626903111382465,-7.22971,0.10416666666666669,89859.16666666667,-0.48140487515708563,267.0,2.2821740957339185,5.85650447778659E-5,-14103.416666666666,29599.576388889924,-0.10880356,0.2170513,0.29118043,0.31792602083210536,0.4840071273365578,
1_1_1_2_17_1,0.12866537,0.12695329,0.13285287,0.24784489,0.32540837,299.8237,0.20055562,5,0.2661921884265716,-7.298579,0.10416666666666669,91992.27083333331,-0.33355959914206257,261.47916666666663,2.2821740957339185,4.889181300135872E-4,-14038.1875,34178.492621527985,-0.13530403,0.23737888,0.30205595,0.34482424241930926,0.4840071273365578,
