system:index,ClassID,HH,HH_asm,HH_contrast,HH_corr,HH_diss,HH_ent,HH_idm,HH_savg,HH_var,random,.geo
2_12_4,8,-23.268559,0.10416666666666669,1372733.375,0.1373534010430599,992.0,2.2821740957339185,6.986997854055229E-6,-48008.00000000001,817029.8506944478,0.2732495493375534,
2_12_5,8,-22.782892,0.10416666666666669,808580.8541666667,-0.2862350927767052,700.5625,2.2821740957339185,3.343703881067073E-5,-46777.72916666666,310148.7322047651,0.2732495493375534,
2_12_6,8,-23.63036,0.10416666666666669,721867.2083333333,0.01517430202149743,700.2083333333333,2.2821740957339185,2.9890282891731775E-5,-46605.45833333333,378866.9262152612,0.2732495493375534,
2_12_7,8,-23.302706,0.10416666666666669,1214497.6041666665,0.04774920301359453,924.9791666666665,2.2821740957339185,2.3202680480913814E-5,-46765.3125,696098.2513020337,0.2732495493375534,
2_12_8,8,-24.917898,0.10416666666666669,1008297.2916666666,0.1739453749718852,758.875,2.2821740957339185,2.2986945539606356E-5,-48583.29166666667,577761.8767360747,0.2732495493375534,
2_12_9,8,-23.488516,0.10416666666666669,1033866.1458333334,0.13145129802036326,786.3124999999999,2.2821740957339185,4.694919891519381E-5,-47452.3125,582732.6332465112,0.2732495493375534,
2_12_10,8,-22.849007,0.10416666666666669,982366.7916666665,-0.14354739162656943,811.75,2.2821740957339185,4.4419997012989674E-5,-46411.20833333333,429939.8498264104,0.2732495493375534,
2_12_11,8,-21.998991,0.10416666666666669,744828.9791666666,-0.27902064561369955,723.8958333333333,2.2821740957339185,2.2451202715587293E-5,-45860.64583333334,291065.0134548098,0.2732495493375534,
2_12_12,8,-24.497355,0.10416666666666669,283150.93749999994,-0.11216521770237525,388.8125,2.2821740957339185,6.584146623389697E-5,-49321.1875,135316.4978298843,0.2732495493375534,
2_12_13,8,-24.737545,0.10416666666666669,822162.6874999999,0.19755542433894374,717.6458333333333,2.2821740957339185,6.692170981399025E-5,-48484.93749999999,480009.76866319776,0.2732495493375534,
2_12_14,8,-23.538515,0.10416666666666669,922433.5416666667,0.2473550082727236,775.7083333333333,2.2821740957339185,4.035540893796726E-5,-47144.0,567442.2491319478,0.2732495493375534,
2_12_15,8,-23.309614,0.10416666666666669,458764.5416666666,0.0475298216906425,537.25,2.2821740957339185,2.567643178103394E-5,-46179.666666666664,238173.25694438815,0.2732495493375534,
2_13_0,8,-19.857128,0.10416666666666669,208593.60416666666,-0.2534575391408917,358.39583333333326,2.2821740957339185,1.5775661508344663E-4,-39626.72916666667,80400.83289930224,0.5562788688389784,
2_13_1,8,-19.776207,0.10416666666666669,123055.77083333331,-0.11537980309176613,267.35416666666663,2.2821740957339185,2.1636406439731471E-4,-39518.02083333333,64189.95616321266,0.5562788688389784,
2_13_2,8,-19.527296,0.10416666666666669,296559.0416666667,-0.34894299614123203,422.54166666666663,2.2821740957339185,1.2464944932512827E-4,-39461.625,111918.88975696266,0.5562788688389784,
2_13_3,8,-20.45799,0.10416666666666669,547394.1666666667,-0.25532098807303255,614.4166666666666,2.2821740957339185,6.609445379420842E-5,-39458.25,206753.9921875149,0.5562788688389784,
2_13_4,8,-20.405134,0.10416666666666669,379488.2916666666,-0.15192123206038174,513.1666666666666,2.2821740957339185,2.1391428232894307E-5,-39772.95833333333,170607.76909720898,0.5562788688389784,
2_13_5,8,-19.593508,0.10416666666666669,148723.75,0.07563016250723933,312.875,2.2821740957339185,8.332810540591596E-5,-39502.75,83001.59809026122,0.5562788688389784,
2_13_6,8,-19.625843,0.10416666666666669,160337.20833333337,-0.08689108539429319,297.5833333333333,2.2821740957339185,1.30534625787366E-4,-39255.625,74236.30642358959,0.5562788688389784,
2_13_7,8,-19.564026,0.10416666666666669,414929.1458333334,-0.0345221463201341,493.0625,2.2821740957339185,1.0508128452885328E-4,-38983.645833333336,194276.3693576157,0.5562788688389784,
2_13_8,8,-19.689074,0.10416666666666669,771593.5208333334,0.12137188010433954,736.5625,2.2821740957339185,1.1831206907077194E-5,-40488.52083333333,422648.5933159292,0.5562788688389784,
2_13_9,8,-19.847008,0.10416666666666669,465691.22916666657,0.03544413516590119,562.1875,2.2821740957339185,5.62567123257185E-5,-39730.6875,237044.82074652612,0.5562788688389784,
2_13_10,8,-19.27561,0.10416666666666669,164678.8541666667,-0.1733513288547324,306.3958333333333,2.2821740957339185,8.369232217768739E-4,-39106.14583333333,72614.35720488429,0.5562788688389784,
2_13_11,8,-19.386889,0.10416666666666669,122218.52083333334,-0.1995600298520093,272.6875,2.2821740957339185,8.877257745614329E-4,-38665.270833333336,52476.96831595898,0.5562788688389784,
2_13_12,8,-21.142988,0.10416666666666669,1061623.2916666665,-0.078510573473932,902.2916666666666,2.2821740957339185,4.214812443396573E-5,-41534.5,509779.7439235598,0.5562788688389784,
2_13_13,8,-20.290401,0.10416666666666669,1524096.875,0.12366185186823041,982.1666666666665,2.2821740957339185,7.295336192216593E-5,-40679.333333333336,858650.784722209,0.5562788688389784,
2_13_14,8,-19.395844,0.10416666666666669,1145037.0208333335,-0.04197298946324604,679.6458333333334,2.2821740957339185,8.133323486146816E-4,-39422.8125,559799.2842881978,0.5562788688389784,
2_13_15,8,-19.490078,0.10416666666666669,71277.08333333331,-0.38719848738440377,213.5,2.2821740957339185,8.783434486971809E-4,-38649.166666666664,25896.805555582047,0.5562788688389784,
2_15_0,8,-22.119596,0.10416666666666669,508841.7916666666,-0.08336318817177746,529.9166666666666,2.2821740957339185,5.467665462924371E-4,-43960.708333333336,235346.18836802244,0.07507396015127843,
2_15_1,8,-22.074308,0.10416666666666669,1129288.6041666667,0.0426288863820287,829.7708333333334,2.2821740957339185,3.1365459092849296E-5,-44613.77083333333,586235.7183158994,0.07507396015127843,
2_15_2,8,-23.108103,0.10416666666666669,1169549.2291666667,0.15737164693640573,851.6458333333333,2.2821740957339185,9.82631315182271E-5,-45869.52083333333,663278.8485243171,0.07507396015127843,
2_15_3,8,-23.474741,0.10416666666666669,507328.7291666666,-0.10453732110158515,519.8541666666666,2.2821740957339185,1.0548206438167427E-4,-46572.770833333336,227089.42144095898,0.07507396015127843,
