system:index,AVE,ClassID,DIF,HH,HH_asm,HH_contrast,HH_corr,HH_diss,HH_ent,HH_idm,HH_savg,HH_var,HV,HV_asm,HV_contrast,HV_corr,HV_diss,HV_ent,HV_idm,HV_savg,HV_var,NDI,NLI,RT1,RT2,random,.geo
1_1_1_1_1_1_1_2_44_12,4593.5,1,5271,-6.856927,0.10416666666666669,842328.3333333334,0.13780305367925627,749.5833333333333,2.2821740957339185,1.7705420452968988E-5,-13151.749999999998,469026.6814236138,-15.824689,0.10416666666666669,842328.3333333334,0.13780305367925627,749.5833333333333,2.2821740957339185,1.7705420452968988E-5,-13151.749999999998,469026.6814236138,0.5737455,1540.6969,3.6920326,0.27085352,0.013547507964309258,
1_1_1_1_1_1_1_2_44_13,4437.0,1,2150,-5.77935,0.10416666666666669,1041660.1458333333,-0.199272051088424,861.5625,2.2821740957339185,4.071555618029295E-5,-11821.4375,426429.0950520802,-15.856555,0.10416666666666669,1041660.1458333333,-0.199272051088424,861.5625,2.2821740957339185,4.071555618029295E-5,-11821.4375,426429.0950520802,0.24228083,2088.2742,1.6395003,0.60994196,0.013547507964309258,
1_1_1_1_1_1_1_2_44_14,4698.5,1,4325,-5.051534,0.10416666666666669,879707.8541666666,-0.3052420039701028,797.8541666666667,2.2821740957339185,3.839688447926132E-5,-11775.520833333332,343684.7547743004,-15.053638,0.10416666666666669,879707.8541666666,-0.3052420039701028,797.8541666666667,2.2821740957339185,3.839688447926132E-5,-11775.520833333332,343684.7547743004,0.46025327,1851.6012,2.7054417,0.36962542,0.013547507964309258,
1_1_1_1_1_1_1_2_44_15,3911.0,1,1356,-5.62466,0.10416666666666669,890366.2708333333,-0.14867873060905334,826.1875,2.2821740957339185,1.437224917089724E-5,-12178.979166666666,381760.92664930597,-15.965257,0.10416666666666669,890366.2708333333,-0.14867873060905334,826.1875,2.2821740957339185,1.437224917089724E-5,-12178.979166666666,381760.92664930597,0.1733572,1896.7319,1.4194247,0.7045108,0.013547507964309258,
1_1_1_1_1_1_1_2_44_16,4805.0,1,3724,-7.087369,0.10416666666666669,520333.7708333333,-0.1372379217342104,604.8541666666666,2.2821740957339185,2.0829306355053413E-5,-12558.354166666668,232123.74956597388,-15.634377,0.10416666666666669,520333.7708333333,-0.1372379217342104,604.8541666666666,2.2821740957339185,2.0829306355053413E-5,-12558.354166666668,232123.74956597388,0.387513,2041.7253,2.2653754,0.44142792,0.013547507964309258,
1_1_1_1_1_1_1_2_44_17,4857.5,1,5539,-6.0486336,0.10416666666666669,638435.0416666667,-0.23904930161262658,672.5416666666666,2.2821740957339185,2.0500912303513567E-5,-13032.083333333332,258351.29774305783,-16.085539,0.10416666666666669,638435.0416666667,-0.23904930161262658,672.5416666666666,2.2821740957339185,2.0500912303513567E-5,-13032.083333333332,258351.29774305783,0.57014924,1639.2358,3.6527777,0.27376425,0.013547507964309258,
1_1_1_1_1_1_1_2_44_18,5899.5,1,6109,-6.923195,0.10416666666666669,478817.5625,0.025818663184030796,570.0208333333333,2.2821740957339185,3.0471183501191445E-5,-13751.437499999998,258894.91449652985,-17.21549,0.10416666666666669,478817.5625,0.025818663184030796,570.0208333333333,2.2821740957339185,3.0471183501191445E-5,-13751.437499999998,258894.91449652985,0.51775575,2159.0076,3.147276,0.31773508,0.013547507964309258,
1_1_1_1_1_1_1_2_44_19,5001.5,1,5037,-7.599217,0.10416666666666669,849601.3958333333,-0.1420558167949878,707.6875,2.2821740957339185,2.8872500454881014E-5,-13737.520833333332,374805.3832465261,-16.00334,0.10416666666666669,849601.3958333333,-0.1420558167949878,707.6875,2.2821740957339185,2.8872500454881014E-5,-13737.520833333332,374805.3832465261,0.5035489,1866.656,3.0285945,0.33018616,0.013547507964309258,
1_1_1_1_1_1_1_2_44_20,4034.0,1,3528,-6.467645,0.10416666666666669,1394260.2083333333,-0.23275625616432993,973.5833333333333,2.2821740957339185,1.0096235187659546E-4,-13043.083333333332,585718.7647569478,-15.71653,0.10416666666666669,1394260.2083333333,-0.23275625616432993,973.5833333333333,2.2821740957339185,1.0096235187659546E-4,-13043.083333333332,585718.7647569478,0.4372831,1631.3163,2.554185,0.3915143,0.013547507964309258,
1_1_1_1_1_1_1_2_44_21,5600.0,1,4752,-5.7282114,0.10416666666666669,1346958.8958333333,-0.2116863079629444,1017.3125,2.2821740957339185,1.9898255894787193E-5,-11705.187499999998,530789.5134548582,-14.999433,0.10416666666666669,1346958.8958333333,-0.2116863079629444,1017.3125,2.2821740957339185,1.9898255894787193E-5,-11705.187499999998,530789.5134548582,0.4242857,2295.9485,2.4739454,0.40421262,0.013547507964309258,
1_1_1_1_1_1_1_2_44_22,4392.5,1,4105,-7.0153065,0.10416666666666669,1020092.0208333333,-0.2876750313181072,881.3958333333333,2.2821740957339185,2.180385209263226E-5,-11983.770833333334,400680.79123263434,-15.43371,0.10416666666666669,1020092.0208333333,-0.2876750313181072,881.3958333333333,2.2821740957339185,2.180385209263226E-5,-11983.770833333334,400680.79123263434,0.46727377,1716.7103,2.7542734,0.36307216,0.013547507964309258,
1_1_1_1_1_1_1_2_44_23,5053.5,1,5677,-6.441436,0.10416666666666669,1027012.7916666665,-0.3162669205013616,897.3333333333333,2.2821740957339185,4.649845146764015E-6,-12111.0,385699.95486111194,-16.522367,0.10416666666666669,1027012.7916666665,-0.3162669205013616,897.3333333333333,2.2821740957339185,4.649845146764015E-6,-12111.0,385699.95486111194,0.5616899,1729.5715,3.5629797,0.28066397,0.013547507964309258,
1_1_1_1_1_1_1_2_44_24,3922.0,1,3278,-5.965793,0.10416666666666669,796121.8333333333,0.1420787898281348,760.9166666666666,2.2821740957339185,1.8446376766954206E-5,-11828.25,434094.61371527426,-16.591442,0.10416666666666669,796121.8333333333,0.1420787898281348,760.9166666666666,2.2821740957339185,1.8446376766954206E-5,-11828.25,434094.61371527426,0.41789904,1618.5317,2.43583,0.41053766,0.013547507964309258,
1_1_1_1_1_1_1_2_44_25,4720.5,1,4313,-5.876162,0.10416666666666669,1491375.7083333333,-0.05299522480483203,1000.4583333333334,2.2821740957339185,6.496741422131034E-5,-12028.0,712808.4270833321,-16.177433,0.10416666666666669,1491375.7083333333,-0.05299522480483203,1000.4583333333334,2.2821740957339185,6.496741422131034E-5,-12028.0,712808.4270833321,0.4568372,1867.6653,2.6821373,0.372837,0.013547507964309258,
1_1_1_1_1_1_1_2_44_26,5125.5,1,7081,-7.269719,0.10416666666666669,1261102.4375,0.16184952514909007,880.6041666666666,2.2821740957339185,6.278549528097068E-5,-13018.020833333332,707222.6037326362,-16.486013,0.10416666666666669,1261102.4375,0.16184952514909007,880.6041666666666,2.2821740957339185,6.278549528097068E-5,-13018.020833333332,707222.6037326362,0.69076186,1339.9288,5.467508,0.18289869,0.013547507964309258,
1_1_1_1_1_1_1_2_44_27,5243.5,1,4609,-5.5566616,0.10416666666666669,451629.3749999999,0.01657258951389319,502.70833333333326,2.2821740957339185,4.226035330257189E-5,-11782.666666666668,238670.0998263862,-16.854362,0.10416666666666669,451629.3749999999,0.01657258951389319,502.70833333333326,2.2821740957339185,4.226035330257189E-5,-11782.666666666668,238670.0998263862,0.43949652,2115.34,2.5682204,0.38937467,0.013547507964309258,
1_1_1_1_1_1_1_2_44_28,4186.0,1,3474,-5.707829,0.10416666666666669,427310.3333333333,0.12168217401386366,491.7916666666667,2.2821740957339185,5.9471349882331936E-5,-11530.666666666668,241841.2743055541,-17.424202,0.10416666666666669,427310.3333333333,0.12168217401386366,491.7916666666667,2.2821740957339185,5.9471349882331936E-5,-11530.666666666668,241841.2743055541,0.4149546,1732.6119,2.418538,0.4134729,0.013547507964309258,
1_1_1_1_1_1_1_2_44_29,6149.0,1,6104,-5.2748156,0.10416666666666669,604254.2916666667,-0.02579603405162592,623.4583333333334,2.2821740957339185,4.145594160650488E-5,-10946.208333333334,277001.9539930532,-16.664196,0.10416666666666669,604254.2916666667,-0.02579603405162592,623.4583333333334,2.2821740957339185,4.145594160650488E-5,-10946.208333333334,277001.9539930532,0.49634087,2317.0837,2.9709396,0.33659384,0.013547507964309258,
1_1_1_1_1_1_1_2_44_30,4705.5,1,5093,-4.3813076,0.10416666666666669,1372781.5833333333,-0.23272927654704967,890.9583333333334,2.2821740957339185,0.0016790413326992235,-11040.791666666666,549540.498263889,-16.125912,0.10416666666666669,1372781.5833333333,-0.23272927654704967,890.9583333333334,2.2821740957339185,0.0016790413326992235,-11040.791666666666,549540.498263889,0.54117525,1663.6986,3.3589625,0.29771098,0.013547507964309258,
1_1_1_1_1_1_1_2_44_31,5127.5,1,5327,-5.389232,0.10416666666666669,1206693.5416666665,-0.21279113915989012,722.5,2.2821740957339185,1.0498013660797008E-4,-11025.625,478967.54687499814,-15.851088,0.10416666666666669,1206693.5416666665,-0.21279113915989012,722.5,2.2821740957339185,1.0498013660797008E-4,-11025.625,478967.54687499814,0.51945394,1871.9673,3.1619318,0.31626236,0.013547507964309258,
1_1_1_1_1_1_1_2_45_0,6238.5,1,7217,-5.654653,0.10416666666666669,556594.6458333333,-0.22214624426465873,646.1458333333334,2.2821740957339185,4.091751973958789E-5,-11018.395833333336,223399.28949652333,-15.668586,0.10416666666666669,556594.6458333333,-0.22214624426465873,646.1458333333334,2.2821740957339185,4.091751973958789E-5,-11018.395833333336,223399.28949652333,0.5784243,2075.628,3.7441065,0.26708642,0.21890569990169495,
1_1_1_1_1_1_1_2_45_1,3884.0,1,4002,-6.074858,0.10416666666666669,879018.1458333334,-0.0738789476373693,813.9791666666665,2.2821740957339185,6.9220769758732285E-6,-10532.770833333332,422121.6384548573,-15.708024,0.10416666666666669,879018.1458333334,-0.0738789476373693,813.9791666666665,2.2821740957339185,6.9220769758732285E-6,-10532.770833333332,422121.6384548573,0.51519054,1426.5519,3.1253319,0.31996602,0.21890569990169495,
1_1_1_1_1_1_1_2_45_2,5573.0,1,7042,-3.9275835,0.10416666666666669,1055297.4166666665,-0.2401028577225564,864.3333333333331,2.2821740957339185,3.287781773456491E-5,-10092.416666666668,434857.1050347192,-14.450205,0.10416666666666669,1055297.4166666665,-0.2401028577225564,864.3333333333331,2.2821740957339185,3.287781773456491E-5,-10092.416666666668,434857.1050347192,0.6317962,1674.2229,4.4317737,0.22564328,0.21890569990169495,
1_1_1_1_1_1_1_2_45_3,5656.5,1,6015,-6.4607925,0.10416666666666669,691408.5,-0.22803702926119987,713.5833333333333,2.2821740957339185,3.6300369219203105E-5,-11032.333333333332,291556.87065972015,-16.018932,0.10416666666666669,691408.5,-0.22803702926119987,713.5833333333333,2.2821740957339185,3.6300369219203105E-5,-11032.333333333332,291556.87065972015,0.5316892,2028.7224,3.2706683,0.30574793,0.21890569990169495,
1_1_1_1_1_1_1_2_45_4,4484.5,1,3933,-5.5405426,0.10416666666666669,658934.1458333331,-0.1862543775429375,698.5625,2.2821740957339185,1.217274538510817E-5,-10952.354166666666,267225.3849826325,-15.647823,0.10416666666666669,658934.1458333331,-0.1862543775429375,698.5625,2.2821740957339185,1.217274538510817E-5,-10952.354166666666,267225.3849826325,0.43851042,1811.0846,2.561954,0.39032707,0.21890569990169495,
1_1_1_1_1_1_1_2_45_5,4668.0,1,2442,-4.7689877,0.10416666666666669,807399.8125,-0.1863644455775058,743.0625,2.2821740957339185,1.2897923171255796E-5,-10637.4375,350418.44401041325,-15.738914,0.10416666666666669,807399.8125,-0.1863644455775058,743.0625,2.2821740957339185,1.2897923171255796E-5,-10637.4375,350418.44401041325,0.26156813,2174.3127,1.7084421,0.5853286,0.21890569990169495,
1_1_1_1_1_1_1_2_45_6,6367.5,1,8753,-5.220176,0.10416666666666669,1011499.8958333333,-0.056186525109929164,849.0625,2.2821740957339185,2.929536204942219E-5,-10598.979166666666,466291.44053819496,-15.604874,0.10416666666666669,1011499.8958333333,-0.056186525109929164,849.0625,2.2821740957339185,2.929536204942219E-5,-10598.979166666666,466291.44053819496,0.6873184,1679.7255,5.396283,0.18531273,0.21890569990169495,
1_1_1_1_1_1_1_2_45_7,4531.5,1,5795,-5.444658,0.10416666666666669,503768.74999999994,0.1133299970149514,533.2916666666666,2.2821740957339185,7.77109342486709E-4,-10995.083333333332,285622.0581597192,-15.647823,0.10416666666666669,503768.74999999994,0.1133299970149514,533.2916666666666,2.2821740957339185,7.77109342486709E-4,-10995.083333333332,285622.0581597192,0.639413,1339.4004,4.5465117,0.21994884,0.21890569990169495,
1_1_1_1_1_1_1_2_45_8,4884.0,1,5328,-5.0107875,0.10416666666666669,637980.0416666667,-0.3005004747378009,662.4583333333334,2.2821740957339185,4.49493069675468E-4,-11011.041666666668,250738.75173610914,-14.401364,0.10416666666666669,637980.0416666667,-0.3005004747378009,662.4583333333334,2.2821740957339185,4.49493069675468E-4,-11011.041666666668,250738.75173610914,0.54545456,1715.4546,3.4,0.29411766,0.21890569990169495,
1_1_1_1_1_1_1_2_45_9,5343.0,1,4950,-5.2588596,0.10416666666666669,476455.06249999994,-0.25000579148546226,558.3125,2.2821740957339185,4.2565458238497437E-4,-10861.729166666666,188647.39366319217,-15.519802,0.10416666666666669,476455.06249999994,-0.25000579148546226,558.3125,2.2821740957339185,4.2565458238497437E-4,-10861.729166666666,188647.39366319217,0.46322292,2098.2617,2.7259414,0.36684573,0.21890569990169495,
1_1_1_1_1_1_1_2_45_10,5240.0,1,7076,-5.4242454,0.10416666666666669,394443.8333333333,-0.17958765637985777,477.4583333333333,2.2821740957339185,0.0041028208742335094,-10879.666666666666,168064.91059027147,-15.638367,0.10416666666666669,394443.8333333333,-0.17958765637985777,477.4583333333333,2.2821740957339185,0.0041028208742335094,-10879.666666666666,168064.91059027147,0.67519087,1425.5874,5.1574616,0.19389382,0.21890569990169495,
1_1_1_1_1_1_1_2_45_11,3960.0,1,3400,-6.324325,0.10416666666666669,520586.125,-0.2516569857217341,599.0,2.2821740957339185,0.0036837585489449967,-11167.916666666666,197762.44097222108,-15.295167,0.10416666666666669,520586.125,-0.2516569857217341,599.0,2.2821740957339185,0.0036837585489449967,-11167.916666666666,197762.44097222108,0.42929292,1615.101,2.5044248,0.39929327,0.21890569990169495,
1_1_1_1_1_1_1_2_45_12,4789.0,1,5266,-5.7854576,0.10416666666666669,402157.68749999994,-0.4453401622917935,550.9791666666666,2.2821740957339185,1.9824935905609286E-4,-11379.9375,136105.5950520821,-15.585337,0.10416666666666669,402157.68749999994,-0.4453401622917935,550.9791666666666,2.2821740957339185,1.9824935905609286E-4,-11379.9375,136105.5950520821,0.54980165,1670.6862,3.442486,0.29048774,0.21890569990169495,
1_1_1_1_1_1_1_2_45_13,4567.5,1,4785,-6.2204394,0.10416666666666669,393430.95833333326,-0.15896771724655756,487.29166666666663,2.2821740957339185,0.0017198159745573408,-10907.666666666664,174669.017361111,-16.408674,0.10416666666666669,393430.95833333326,-0.15896771724655756,487.29166666666663,2.2821740957339185,0.0017198159745573408,-10907.666666666664,174669.017361111,0.52380955,1657.1428,3.2,0.3125,0.21890569990169495,
1_1_1_1_1_1_1_2_45_14,5537.5,1,6805,-5.2488194,0.10416666666666669,299019.2291666666,-0.17224111085926652,428.5208333333333,2.2821740957339185,4.932859890824304E-4,-10895.1875,128305.61588541791,-15.649607,0.10416666666666669,299019.2291666666,-0.17224111085926652,428.5208333333333,2.2821740957339185,4.932859890824304E-4,-10895.1875,128305.61588541791,0.61444694,1723.4221,4.1873536,0.23881432,0.21890569990169495,
1_1_1_1_1_1_1_2_45_15,5682.5,1,8145,-5.6290197,0.10416666666666669,195785.8541666667,0.05522289624451221,348.5625,2.2821740957339185,0.004153546757521417,-10966.854166666668,98097.51519096643,-15.518412,0.10416666666666669,195785.8541666667,0.05522289624451221,348.5625,2.2821740957339185,0.004153546757521417,-10966.854166666668,98097.51519096643,0.716674,1381.9226,6.059006,0.16504356,0.21890569990169495,
1_1_1_1_1_1_1_2_45_16,4014.0,1,3144,-5.4206862,0.10416666666666669,281848.1041666667,-0.1602033931127215,430.97916666666663,2.2821740957339185,0.003719671234979684,-11108.0625,124758.8467881931,-14.990509,0.10416666666666669,281848.1041666667,-0.1602033931127215,430.97916666666663,2.2821740957339185,0.003719671234979684,-11108.0625,124758.8467881931,0.3916293,1699.1793,2.2874694,0.43716434,0.21890569990169495,
1_1_1_1_1_1_1_2_45_17,5047.5,1,6161,-5.2158985,0.10416666666666669,425629.2916666666,-0.06342125459951728,548.0416666666666,2.2821740957339185,1.7895061338679335E-5,-10926.624999999998,225494.14843749907,-15.608228,0.10416666666666669,425629.2916666666,-0.06342125459951728,548.0416666666666,2.2821740957339185,1.7895061338679335E-5,-10926.624999999998,225494.14843749907,0.61030215,1583.7322,4.132181,0.24200295,0.21890569990169495,
1_1_1_1_1_1_1_2_45_18,5191.5,1,5951,-5.2104583,0.10416666666666669,703383.1666666666,-0.21250228940492824,686.4583333333334,2.2821740957339185,0.001308767993703898,-11328.416666666666,293069.11024304945,-17.15035,0.10416666666666669,703383.1666666666,-0.21250228940492824,686.4583333333334,2.2821740957339185,0.001308767993703898,-11328.416666666666,293069.11024304945,0.5731484,1743.0485,3.6854694,0.27133587,0.21890569990169495,
1_1_1_1_1_1_1_2_45_19,4343.5,1,4051,-5.676612,0.10416666666666669,436637.1875,0.004379069452409068,510.27083333333337,2.2821740957339185,9.04114420021956E-5,-11015.020833333334,206905.08810763434,-16.822945,0.10416666666666669,436637.1875,0.004379069452409068,510.27083333333337,2.2821740957339185,9.04114420021956E-5,-11015.020833333334,206905.08810763434,0.466329,1699.4753,2.7476273,0.36395037,0.21890569990169495,
1_1_1_1_1_1_1_2_45_20,5191.5,1,5981,-5.015035,0.10416666666666669,136136.4166666667,-0.06935775987703399,305.20833333333337,2.2821740957339185,9.068021747373036E-4,-10824.125,66801.28906249627,-15.494246,0.10416666666666669,136136.4166666667,-0.06935775987703399,305.20833333333337,2.2821740957339185,9.068021747373036E-4,-10824.125,66801.28906249627,0.57603776,1734.4296,3.7174013,0.26900512,0.21890569990169495,
1_1_1_1_1_1_1_2_45_21,4830.0,1,4860,-5.67787,0.10416666666666669,140950.4166666667,-0.31795298057535415,318.5416666666667,2.2821740957339185,8.816603935247219E-4,-10804.375,53760.57465277519,-16.627207,0.10416666666666669,140950.4166666667,-0.31795298057535415,318.5416666666667,2.2821740957339185,8.816603935247219E-4,-10804.375,53760.57465277519,0.5031056,1803.7267,3.025,0.3305785,0.21890569990169495,
1_1_1_1_1_1_1_2_45_22,5273.0,1,6200,-5.2973356,0.10416666666666669,445471.27083333326,-0.10414151805570589,533.1041666666666,2.2821740957339185,2.0449790884777614E-5,-10507.770833333332,196583.447482639,-16.21803,0.10416666666666669,445471.27083333326,-0.10414151805570589,533.1041666666666,2.2821740957339185,2.0449790884777614E-5,-10507.770833333332,196583.447482639,0.58790064,1725.254,3.8531983,0.25952467,0.21890569990169495,
1_1_1_1_1_1_1_2_45_23,3902.0,1,3578,-4.2452965,0.10416666666666669,918638.2916666667,-0.06081961106852077,764.625,2.2821740957339185,2.8423842152485587E-5,-10674.083333333332,431068.4097222211,-15.952182,0.10416666666666669,918638.2916666667,-0.06081961106852077,764.625,2.2821740957339185,2.8423842152485587E-5,-10674.083333333332,431068.4097222211,0.45848283,1540.8871,2.693327,0.371288,0.21890569990169495,
1_1_1_1_1_1_1_2_45_24,3917.5,1,3415,-6.647799,0.11979166666666669,880924.5,-0.08923458030517367,757.5416666666666,2.1955306981639255,5.303973784020095E-4,-11539.666666666668,404656.0277777733,-15.773491,0.11979166666666669,880924.5,-0.08923458030517367,757.5416666666666,2.1955306981639255,5.303973784020095E-4,-11539.666666666668,404656.0277777733,0.43586472,1586.6305,2.545249,0.3928889,0.21890569990169495,
1_1_1_1_1_1_1_2_45_25,5209.5,1,5759,-5.116459,0.10416666666666669,661401.375,-0.19113836853816663,634.375,2.2821740957339185,5.329785949907681E-4,-11076.208333333332,274088.4487847164,-15.799802,0.10416666666666669,661401.375,-0.19113836853816663,634.375,2.2821740957339185,5.329785949907681E-4,-11076.208333333332,274088.4487847164,0.55274016,1808.9423,3.4716737,0.2880455,0.21890569990169495,
1_1_1_1_1_1_1_2_45_26,5251.0,1,6714,-5.523038,0.10416666666666669,291503.7291666666,-0.10896274310986598,428.8541666666667,2.2821740957339185,8.631209003148138E-4,-11035.1875,130078.29470486194,-15.716175,0.10416666666666669,291503.7291666666,-0.10896274310986598,428.8541666666667,2.2821740957339185,8.631209003148138E-4,-11035.1875,130078.29470486194,0.6393068,1552.4236,4.5448785,0.22002788,0.21890569990169495,
1_1_1_1_1_1_1_2_45_27,5899.0,1,7118,-5.530267,0.10416666666666669,200375.54166666666,-0.13534814321737393,383.45833333333337,2.2821740957339185,8.563787472566524E-4,-10965.791666666664,93551.4678819431,-15.856604,0.10416666666666669,200375.54166666666,-0.13534814321737393,383.45833333333337,2.2821740957339185,8.563787472566524E-4,-10965.791666666664,93551.4678819431,0.6033226,1875.8875,4.04188,0.2474096,0.21890569990169495,
1_1_1_1_1_1_1_2_45_28,5295.5,1,5931,-5.051446,0.10416666666666669,373089.12499999994,-0.2257008953629712,500.33333333333337,2.2821740957339185,3.122226062536258E-5,-10667.666666666668,160613.74652776867,-15.734524,0.10416666666666669,373089.12499999994,-0.2257008953629712,500.33333333333337,2.2821740957339185,3.122226062536258E-5,-10667.666666666668,160613.74652776867,0.56000376,1817.4044,3.5454936,0.28204817,0.21890569990169495,
1_1_1_1_1_1_1_2_45_29,5066.0,1,6620,-5.9098454,0.10416666666666669,1048621.4583333333,0.1280725334305896,828.4583333333333,2.2821740957339185,2.9773696422243554E-5,-11170.000000000002,567486.4548611073,-15.809339,0.10416666666666669,1048621.4583333333,0.1280725334305896,828.4583333333333,2.2821740957339185,2.9773696422243554E-5,-11170.000000000002,567486.4548611073,0.65337545,1451.6637,4.769932,0.20964661,0.21890569990169495,
1_1_1_1_1_1_1_2_45_30,5937.0,1,7398,-5.317979,0.10416666666666669,1063193.0,-0.26553109782877193,824.5416666666666,2.2821740957339185,5.193115791695966E-4,-11001.624999999998,448567.63975694217,-15.2589855,0.10416666666666669,1063193.0,-0.26553109782877193,824.5416666666666,2.2821740957339185,5.193115791695966E-4,-11001.624999999998,448567.63975694217,0.6230419,1816.184,4.30563,0.23225404,0.21890569990169495,
1_1_1_1_1_1_1_2_45_31,4937.5,1,6231,-6.2747407,0.10416666666666669,914068.4166666665,-0.1822828709909418,750.4583333333333,2.2821740957339185,8.616037800951799E-4,-11579.208333333334,381614.2690972239,-16.358446,0.10416666666666669,914068.4166666665,-0.1822828709909418,750.4583333333333,2.2821740957339185,8.616037800951799E-4,-11579.208333333334,381614.2690972239,0.63098735,1485.8295,4.4198685,0.22625108,0.21890569990169495,
1_1_1_1_1_1_1_2_45_32,5581.0,1,7134,-5.617983,0.10416666666666669,360115.75,0.347228357764791,489.54166666666674,2.2821740957339185,8.69438738954727E-4,-11482.041666666668,240890.2413194431,-17.646627,0.10416666666666669,360115.75,0.347228357764791,489.54166666666674,2.2821740957339185,8.69438738954727E-4,-11482.041666666668,240890.2413194431,0.6391328,1650.6067,4.5422044,0.22015741,0.21890569990169495,
1_1_1_1_1_1_1_2_45_33,4241.0,1,3976,-5.320244,0.10416666666666669,354883.2916666667,-0.31277033634072837,505.62500000000006,2.2821740957339185,3.9020997840085044E-5,-11024.041666666668,133752.95746527333,-15.637006,0.10416666666666669,354883.2916666667,-0.31277033634072837,505.62500000000006,2.2821740957339185,3.9020997840085044E-5,-11024.041666666668,133752.95746527333,0.46875736,1654.5552,2.764758,0.3616953,0.21890569990169495,
1_1_1_1_1_1_1_2_45_34,3631.0,1,2622,-5.369474,0.10416666666666669,866788.6458333333,0.21466547412011472,765.2291666666667,2.2821740957339185,3.3566145010394436E-5,-11866.895833333334,553739.4943576343,-15.644365,0.10416666666666669,866788.6458333333,0.21466547412011472,765.2291666666667,2.2821740957339185,3.3566145010394436E-5,-11866.895833333334,553739.4943576343,0.36105755,1578.8268,2.1301725,0.46944556,0.21890569990169495,
1_1_1_1_1_1_1_2_45_35,5750.5,1,6697,-4.6225834,0.10416666666666669,1519919.7083333333,-0.1352453445360787,976.6250000000001,2.2821740957339185,6.716257051013296E-6,-10718.125,692995.9079861091,-16.030216,0.10416666666666669,1519919.7083333333,-0.1352453445360787,976.6250000000001,2.2821740957339185,6.716257051013296E-6,-10718.125,692995.9079861091,0.5822972,1900.3389,3.7880933,0.26398507,0.21890569990169495,
1_1_1_1_1_1_1_2_45_36,5911.0,1,7396,-6.879413,0.10416666666666669,1740294.5,-0.3135547921961336,1110.1666666666667,2.2821740957339185,1.5146161367007886E-5,-11837.166666666668,673021.5842013946,-16.255808,0.10416666666666669,1740294.5,-0.3135547921961336,1110.1666666666667,2.2821740957339185,1.5146161367007886E-5,-11837.166666666668,673021.5842013946,0.6256133,1798.7411,4.3420696,0.23030493,0.21890569990169495,
1_1_1_1_1_1_1_2_45_37,5508.5,1,7163,-6.202766,0.10416666666666669,571370.8125,0.14873460060790608,645.6875,2.2821740957339185,2.3314026017904767E-5,-11779.604166666668,348912.7287326418,-15.9778595,0.10416666666666669,571370.8125,0.14873460060790608,645.6875,2.2821740957339185,2.3314026017904767E-5,-11779.604166666668,348912.7287326418,0.650177,1589.9456,4.717177,0.2119912,0.21890569990169495,
1_1_1_1_1_1_1_2_45_38,4198.5,1,4133,-5.2456174,0.10416666666666669,595828.9166666667,-0.4578662729013427,659.375,2.2821740957339185,3.2782477641731945E-5,-11168.625,205041.36892360914,-16.218216,0.10416666666666669,595828.9166666667,-0.4578662729013427,659.375,2.2821740957339185,3.2782477641731945E-5,-11168.625,205041.36892360914,0.4921996,1590.6848,2.9385552,0.34030327,0.21890569990169495,
1_1_1_1_1_1_1_2_45_39,5715.5,1,6579,-6.2695785,0.10416666666666669,962087.8541666666,0.1794212129253707,821.1458333333333,2.2821740957339185,5.42315784697018E-5,-12174.229166666668,624899.6228298619,-15.7566805,0.10416666666666669,962087.8541666666,0.1794212129253707,821.1458333333333,2.2821740957339185,5.42315784697018E-5,-12174.229166666668,624899.6228298619,0.5755402,1911.1302,3.7118714,0.26940587,0.21890569990169495,
1_1_1_1_1_1_1_2_45_40,5153.0,1,5464,-4.4457526,0.10416666666666669,1479048.3125,-0.12839605027137213,986.2291666666666,2.2821740957339185,4.8459928515809006E-6,-10850.8125,661017.0186631968,-16.101116,0.10416666666666669,1479048.3125,-0.12839605027137213,986.2291666666666,2.2821740957339185,4.8459928515809006E-6,-10850.8125,661017.0186631968,0.5301766,1852.2788,3.2569187,0.3070387,0.21890569990169495,
1_1_1_1_1_1_1_2_45_41,5138.5,1,6417,-6.5733647,0.10416666666666669,1536440.1874999998,-0.2737895519544942,989.1458333333333,2.2821740957339185,6.832919215373917E-5,-11666.687500000002,610646.1280381987,-16.173147,0.10416666666666669,1536440.1874999998,-0.2737895519544942,989.1458333333333,2.2821740957339185,6.832919215373917E-5,-11666.687500000002,610646.1280381987,0.624404,1567.5499,4.3248706,0.2312208,0.21890569990169495,
1_1_1_1_1_1_1_2_45_42,5041.0,1,4862,-5.5571985,0.10416666666666669,495548.0,0.28249854155294424,592.9583333333333,2.2821740957339185,6.911057687343171E-5,-11513.291666666668,329054.44704861194,-15.728124,0.10416666666666669,495548.0,0.28249854155294424,592.9583333333333,2.2821740957339185,6.911057687343171E-5,-11513.291666666668,329054.44704861194,0.4822456,1934.3304,2.8628352,0.34930408,0.21890569990169495,
1_1_1_1_1_1_1_2_45_43,3899.0,1,4660,-4.948711,0.10416666666666669,738732.4375,-0.39444836817941287,741.2291666666666,2.2821740957339185,6.627040761464805E-5,-11175.3125,262636.44053819496,-15.967662,0.10416666666666669,738732.4375,-0.39444836817941287,741.2291666666666,2.2821740957339185,6.627040761464805E-5,-11175.3125,262636.44053819496,0.59758914,1253.3087,3.9700446,0.25188634,0.21890569990169495,
